gene,geneid,pm_ld_aging,pm_pleio3_aging,pm_pleio5_aging,pm_pleio10_aging,pn_ld_aging,pn_pleio3_aging,pn_pleio5_aging,pn_pleio10_aging
P2RY13,53829,3.82978830003487,Intermediate pleiotropy,2nd,3,1.64006414520342,Intermediate pleiotropy,2nd,4
P2RY14,9934,4.58742618300483,Intermediate pleiotropy,4th,8,3.3137450041606,High pleiotropy,5th,10
P2RY2,5029,4.31217554699515,Intermediate pleiotropy,3rd,6,2.49190891322714,High pleiotropy,5th,9
P2RY6,5031,3.83094664440701,Intermediate pleiotropy,2nd,3,1.64408709434594,Intermediate pleiotropy,2nd,4
P3H1,64175,4.02699078848112,Intermediate pleiotropy,2nd,4,0,Low pleiotropy,1st,1
P3H2,55214,4.53899136735119,Intermediate pleiotropy,4th,7,2.48139760147051,Intermediate pleiotropy,4th,8
P3H3,10536,3.51492975882009,Low pleiotropy,1st,2,0.770357013496122,Low pleiotropy,1st,1
P3H4,10609,4.2294708169798,Intermediate pleiotropy,3rd,5,1.62375638287338,Intermediate pleiotropy,2nd,3
P4HA1,5033,4.06841830081411,Intermediate pleiotropy,2nd,4,1.64812882311977,Intermediate pleiotropy,3rd,5
P4HA2,8974,4.85025753386914,High pleiotropy,5th,9,3.05392411021885,High pleiotropy,5th,9
P4HA3,283208,5.67782227876323,High pleiotropy,5th,10,3.18478058111645,High pleiotropy,5th,9
P4HB,5034,4.15120295884685,Intermediate pleiotropy,3rd,5,0.764870426839165,Low pleiotropy,1st,1
P4HTM,54681,3.01689006581545,Low pleiotropy,1st,1,0.541783078583472,Low pleiotropy,1st,1
PA2G4,5036,3.86109761755992,Intermediate pleiotropy,2nd,3,2.45580507205311,Intermediate pleiotropy,4th,7
PAAF1,80227,4.84581092438171,High pleiotropy,5th,9,3.22144076886774,High pleiotropy,5th,9
PABPC1,26986,3.29754383178893,Low pleiotropy,1st,1,0.781516222532601,Low pleiotropy,1st,1
PABPC1L,80336,3.75089347421244,Intermediate pleiotropy,2nd,3,1.59335861529713,Intermediate pleiotropy,2nd,3
PABPC3,5042,4.35949957243254,Intermediate pleiotropy,3rd,6,3.31236000635223,High pleiotropy,5th,10
PABPC4,8761,7.10997780513228,High pleiotropy,5th,10,4.04587431755537,High pleiotropy,5th,10
PABPC4L,132430,2.99449274907955,Low pleiotropy,1st,1,0.733518419247483,Low pleiotropy,1st,1
PABPN1,8106,3.74086253090784,Intermediate pleiotropy,2nd,3,0.812688063036499,Low pleiotropy,1st,1
PABPN1L,390748,4.87169334772908,High pleiotropy,5th,9,1.61876980389979,Intermediate pleiotropy,2nd,3
PACRG,135138,5.18123548446921,High pleiotropy,5th,9,3.28901751150995,High pleiotropy,5th,10
PACRGL,133015,3.66858752776448,Low pleiotropy,1st,2,1.58089304815835,Low pleiotropy,1st,2
PACS1,55690,5.8794483495902,High pleiotropy,5th,10,4.86914176851196,High pleiotropy,5th,10
PACS2,23241,3.16339213887117,Low pleiotropy,1st,1,0.763649750804672,Low pleiotropy,1st,1
PACSIN1,29993,4.94143869064556,High pleiotropy,5th,9,2.45712023310758,Intermediate pleiotropy,4th,7
PACSIN2,11252,3.95565138719907,Intermediate pleiotropy,2nd,4,2.44692465390218,Intermediate pleiotropy,4th,7
PADI1,29943,4.66916190928654,Intermediate pleiotropy,4th,8,2.49150515115419,High pleiotropy,5th,9
PADI2,11240,4.30042817079685,Intermediate pleiotropy,3rd,6,2.46001053573733,Intermediate pleiotropy,4th,7
PADI3,51702,4.73057794228992,Intermediate pleiotropy,4th,8,4.11511657874848,High pleiotropy,5th,10
PADI4,23569,3.56290343628721,Low pleiotropy,1st,2,1.63709050795978,Intermediate pleiotropy,2nd,4
PADI6,353238,6.22262415997182,High pleiotropy,5th,10,3.26345960703776,High pleiotropy,5th,9
PAEP,5047,3.92729786577115,Intermediate pleiotropy,2nd,4,1.6587528126642,Intermediate pleiotropy,3rd,5
PAF1,54623,4.69971867635004,Intermediate pleiotropy,4th,8,1.6545092028539,Intermediate pleiotropy,3rd,5
PAFAH1B1,5048,5.85870831912331,High pleiotropy,5th,10,2.47231178110223,Intermediate pleiotropy,4th,8
PAFAH1B2,5049,4.87983360211654,High pleiotropy,5th,9,1.58213191696066,Low pleiotropy,1st,2
PAFAH1B3,5050,3.37147028385181,Low pleiotropy,1st,1,0.794968894041579,Low pleiotropy,1st,1
PAFAH2,5051,4.23502280949,Intermediate pleiotropy,3rd,5,1.60989055947581,Intermediate pleiotropy,2nd,3
PAG1,55824,4.65650029665349,Intermediate pleiotropy,4th,8,2.47403950718182,Intermediate pleiotropy,4th,8
PAGR1,79447,3.70871011865356,Low pleiotropy,1st,2,1.62145646490263,Intermediate pleiotropy,2nd,3
PAH,5053,4.00762560531654,Intermediate pleiotropy,2nd,4,1.60681069994263,Intermediate pleiotropy,2nd,3
PAICS,10606,4.36582590082593,Intermediate pleiotropy,3rd,6,0.812810717503427,Low pleiotropy,1st,1
PAIP1,10605,4.28311209625293,Intermediate pleiotropy,3rd,6,2.30560382032619,Intermediate pleiotropy,3rd,5
PAIP2,51247,5.43857570744893,High pleiotropy,5th,10,4.06876962242732,High pleiotropy,5th,10
PAIP2B,400961,5.30172982353358,High pleiotropy,5th,10,3.24290471371656,High pleiotropy,5th,9
PAK1,5058,5.43934295757426,High pleiotropy,5th,10,3.2302401998587,High pleiotropy,5th,9
PAK1IP1,55003,2.61675885391336,Low pleiotropy,1st,1,0,Low pleiotropy,1st,1
PAK2,5062,5.35160017782282,High pleiotropy,5th,10,3.29699239931414,High pleiotropy,5th,10
PAK4,10298,3.41475909777592,Low pleiotropy,1st,1,1.60172611476818,Intermediate pleiotropy,2nd,3
PAK6,56924,3.87547210064608,Intermediate pleiotropy,2nd,3,2.48512301082962,Intermediate pleiotropy,4th,8
PAK7,57144,4.71636613115271,Intermediate pleiotropy,4th,8,2.47508940594418,Intermediate pleiotropy,4th,8
PALB2,79728,4.1731618881578,Intermediate pleiotropy,3rd,5,2.42239610797061,Intermediate pleiotropy,3rd,6
PALD1,27143,3.89777892180094,Intermediate pleiotropy,2nd,3,2.47866575197985,Intermediate pleiotropy,4th,8
PALLD,23022,4.56122869982264,Intermediate pleiotropy,4th,7,2.48674979639097,Intermediate pleiotropy,4th,8
PALM,5064,3.98756491563852,Intermediate pleiotropy,2nd,4,2.48857376808098,Intermediate pleiotropy,4th,8
PALM2,114299,4.61038981110024,Intermediate pleiotropy,4th,8,4.13526418881587,High pleiotropy,5th,10
PALM2-AKAP2,445815,4.95974345846725,High pleiotropy,5th,9,4.13526418881587,High pleiotropy,5th,10
PALM3,342979,3.01867978418229,Low pleiotropy,1st,1,0.81591170412182,Low pleiotropy,1st,2
PALMD,54873,4.33324502616589,Intermediate pleiotropy,3rd,6,2.45052154015958,Intermediate pleiotropy,4th,7
PAM,5066,3.86878783447985,Intermediate pleiotropy,2nd,3,1.64509180462049,Intermediate pleiotropy,2nd,4
PAM16,51025,6.17038381301388,High pleiotropy,5th,10,3.28554093226556,High pleiotropy,5th,10
PAMR1,25891,4.1594693510987,Intermediate pleiotropy,3rd,5,2.45525928901846,Intermediate pleiotropy,4th,7
PAN2,9924,3.93109416627348,Intermediate pleiotropy,2nd,4,2.42329811713648,Intermediate pleiotropy,3rd,6
PAN3,255967,5.24050947933472,High pleiotropy,5th,10,2.4799304427752,Intermediate pleiotropy,4th,8
PANK1,53354,3.38814006170184,Low pleiotropy,1st,1,2.43025010189831,Intermediate pleiotropy,3rd,6
PANK2,80025,4.07771214298029,Intermediate pleiotropy,3rd,5,1.62203100424771,Intermediate pleiotropy,2nd,3
PANK3,79646,3.85393119954955,Intermediate pleiotropy,2nd,3,3.20367054275023,High pleiotropy,5th,9
PANK4,55229,4.6937073021355,Intermediate pleiotropy,4th,8,1.61190291434229,Intermediate pleiotropy,2nd,3
PANO1,101927423,3.34672932160535,Low pleiotropy,1st,1,1.60938527002115,Intermediate pleiotropy,2nd,3
PANX1,24145,3.36115360269383,Low pleiotropy,1st,1,1.55636567595374,Low pleiotropy,1st,2
PANX2,56666,4.90121412679092,High pleiotropy,5th,9,2.47084931731475,Intermediate pleiotropy,4th,8
PANX3,116337,4.0103362908344,Intermediate pleiotropy,2nd,4,1.65904800499369,Intermediate pleiotropy,3rd,5
PAOX,196743,3.13464527435825,Low pleiotropy,1st,1,0.812061292841866,Low pleiotropy,1st,1
PAPD4,167153,6.84495847564169,High pleiotropy,5th,10,2.47195203379014,Intermediate pleiotropy,4th,8
PAPD5,64282,7.58065985711206,High pleiotropy,5th,10,3.27921923887923,High pleiotropy,5th,9
PAPD7,11044,4.00296198166337,Intermediate pleiotropy,2nd,4,1.64107707156666,Intermediate pleiotropy,2nd,4
PAPL,390928,4.2847688045979,Intermediate pleiotropy,3rd,6,2.4449551400696,Intermediate pleiotropy,4th,7
PAPLN,89932,10.8404303335207,High pleiotropy,5th,10,3.25169886293621,High pleiotropy,5th,9
PAPOLA,10914,5.50741889590638,High pleiotropy,5th,10,1.62594538364678,Intermediate pleiotropy,2nd,3
PAPOLB,56903,3.46061164713362,Low pleiotropy,1st,2,0.822466969172437,Low pleiotropy,1st,2
PAPOLG,64895,3.71619255346757,Intermediate pleiotropy,2nd,3,1.64184644958648,Intermediate pleiotropy,2nd,4
PAPPA,5069,3.92852902146873,Intermediate pleiotropy,2nd,4,1.66329630971182,Intermediate pleiotropy,3rd,5
PAPPA2,60676,4.83363768534815,High pleiotropy,5th,9,2.43864811827023,Intermediate pleiotropy,4th,7
PAPSS1,9061,4.25239725002158,Intermediate pleiotropy,3rd,6,2.43590453151001,Intermediate pleiotropy,3rd,6
PAPSS2,9060,4.48828330968379,Intermediate pleiotropy,4th,7,2.47679424434812,Intermediate pleiotropy,4th,8
PAQR3,152559,3.47266758199253,Low pleiotropy,1st,2,0.784242790251953,Low pleiotropy,1st,1
PAQR4,124222,4.05036067515846,Intermediate pleiotropy,2nd,4,0.809933325870197,Low pleiotropy,1st,1
PAQR5,54852,4.86509245708988,High pleiotropy,5th,9,3.27928790190617,High pleiotropy,5th,9
PAQR6,79957,4.91600203710429,High pleiotropy,5th,9,2.4374151181027,Intermediate pleiotropy,4th,7
PAQR7,164091,3.41653757553973,Low pleiotropy,1st,1,1.59523951274451,Intermediate pleiotropy,2nd,3
PAQR8,85315,4.44041539543803,Intermediate pleiotropy,4th,7,2.45147988821935,Intermediate pleiotropy,4th,7
PAQR9,344838,4.177456595513,Intermediate pleiotropy,3rd,5,2.47797853484697,Intermediate pleiotropy,4th,8
PARD3,56288,4.53707356514005,Intermediate pleiotropy,4th,7,0.81777675625529,Low pleiotropy,1st,2
PARD3B,117583,4.87677926470237,High pleiotropy,5th,9,2.45775756684482,Intermediate pleiotropy,4th,7
PARD6A,50855,5.46647162670078,High pleiotropy,5th,10,2.3722468631747,Intermediate pleiotropy,3rd,6
PARD6B,84612,3.84923354116444,Intermediate pleiotropy,2nd,3,2.44567522155726,Intermediate pleiotropy,4th,7
PARD6G,84552,5.72141840664501,High pleiotropy,5th,10,2.40289052654829,Intermediate pleiotropy,3rd,6
PARG,8505,4.03957853618398,Intermediate pleiotropy,2nd,4,2.40217337937803,Intermediate pleiotropy,3rd,6
PARK2,5071,5.07770087357834,High pleiotropy,5th,9,2.49726462932848,High pleiotropy,5th,9
PARK7,11315,3.41469149788986,Low pleiotropy,1st,1,0.740639420691009,Low pleiotropy,1st,1
PARL,55486,3.87382623787009,Intermediate pleiotropy,2nd,3,2.40757839201152,Intermediate pleiotropy,3rd,6
PARM1,25849,4.24183586615691,Intermediate pleiotropy,3rd,6,2.39150185389187,Intermediate pleiotropy,3rd,6
PARN,5073,5.5276093479792,High pleiotropy,5th,10,2.47193266729536,Intermediate pleiotropy,4th,8
PARP1,142,12.9103408850234,High pleiotropy,5th,10,3.29098115670774,High pleiotropy,5th,10
PARP10,84875,5.15563757996133,High pleiotropy,5th,9,4.07925100414657,High pleiotropy,5th,10
PARP11,57097,4.55354121123385,Intermediate pleiotropy,4th,7,2.47388927013142,Intermediate pleiotropy,4th,8
PARP12,64761,3.96884078655274,Intermediate pleiotropy,2nd,4,1.64454073981453,Intermediate pleiotropy,2nd,4
PARP14,54625,3.48688011428044,Low pleiotropy,1st,2,1.63185744632537,Intermediate pleiotropy,2nd,4
PARP15,165631,4.48767652786393,Intermediate pleiotropy,4th,7,2.428099247251,Intermediate pleiotropy,3rd,6
PARP16,54956,3.62866622732711,Low pleiotropy,1st,2,2.42260327077839,Intermediate pleiotropy,3rd,6
PARP2,10038,5.95589891747168,High pleiotropy,5th,10,2.44041516420285,Intermediate pleiotropy,4th,7
PARP4,143,3.77046923734658,Intermediate pleiotropy,2nd,3,0.805326447566944,Low pleiotropy,1st,1
PARP6,56965,3.72152845155226,Intermediate pleiotropy,2nd,3,1.48337570458935,Low pleiotropy,1st,2
PARP8,79668,4.23695915248542,Intermediate pleiotropy,3rd,6,1.35552221410929,Low pleiotropy,1st,2
PARP9,83666,4.48767652786393,Intermediate pleiotropy,4th,7,2.428099247251,Intermediate pleiotropy,3rd,6
PARPBP,55010,4.33026002108246,Intermediate pleiotropy,3rd,6,2.35110745382929,Intermediate pleiotropy,3rd,5
PARS2,25973,3.95771908795545,Intermediate pleiotropy,2nd,4,1.64847155139099,Intermediate pleiotropy,3rd,5
PARVA,55742,4.29690121690596,Intermediate pleiotropy,3rd,6,1.65821465885476,Intermediate pleiotropy,3rd,5
PARVB,29780,5.04000686855499,High pleiotropy,5th,9,2.49431622721439,High pleiotropy,5th,9
PARVG,64098,4.49886744819669,Intermediate pleiotropy,4th,7,1.65715713086719,Intermediate pleiotropy,3rd,5
PASK,23178,4.63137165870529,Intermediate pleiotropy,4th,8,2.45591774984091,Intermediate pleiotropy,4th,7
PATE1,160065,4.57041510204574,Intermediate pleiotropy,4th,7,2.38050285858491,Intermediate pleiotropy,3rd,6
PATE2,399967,4.34140764309886,Intermediate pleiotropy,3rd,6,1.56920918317243,Low pleiotropy,1st,2
PATE3,100169851,3.73434353854142,Intermediate pleiotropy,2nd,3,2.28095555424509,Intermediate pleiotropy,3rd,5
PATE4,399968,2.85187277828921,Low pleiotropy,1st,1,1.44665330930937,Low pleiotropy,1st,2
PATL1,219988,4.21413673521079,Intermediate pleiotropy,3rd,5,1.65719527699326,Intermediate pleiotropy,3rd,5
PATL2,197135,2.19775672304748,Low pleiotropy,1st,1,0,Low pleiotropy,1st,1
PATZ1,23598,4.31058947204174,Intermediate pleiotropy,3rd,6,2.35539507840044,Intermediate pleiotropy,3rd,5
PAWR,5074,3.86866227804524,Intermediate pleiotropy,2nd,3,2.46483866157183,Intermediate pleiotropy,4th,7
PAX1,5075,3.73702699110441,Intermediate pleiotropy,2nd,3,0.77575909181223,Low pleiotropy,1st,1
PAX2,5076,4.07006028421227,Intermediate pleiotropy,2nd,4,1.64326548547657,Intermediate pleiotropy,2nd,4
