gene,geneid,pm_ld_aging,pm_pleio3_aging,pm_pleio5_aging,pm_pleio10_aging,pn_ld_aging,pn_pleio3_aging,pn_pleio5_aging,pn_pleio10_aging
CFHR4,10877,2.77538844188316,Low pleiotropy,1st,1,0.710599052972928,Low pleiotropy,1st,1
CFHR5,81494,4.06344698426819,Intermediate pleiotropy,2nd,4,1.50771351989052,Low pleiotropy,1st,2
CFI,3426,4.13123586810747,Intermediate pleiotropy,3rd,5,2.44706960918127,Intermediate pleiotropy,4th,7
CFL1,1072,4.93801092277013,High pleiotropy,5th,9,4.08630275569967,High pleiotropy,5th,10
CFL2,1073,3.84096812066256,Intermediate pleiotropy,2nd,3,1.59783403618128,Intermediate pleiotropy,2nd,3
CFLAR,8837,4.33079372137171,Intermediate pleiotropy,3rd,6,2.39256877169509,Intermediate pleiotropy,3rd,6
CFTR,1080,5.48815125033993,High pleiotropy,5th,10,3.1940442211186,High pleiotropy,5th,9
CGA,1081,3.77209861072369,Intermediate pleiotropy,2nd,3,2.3294979668379,Intermediate pleiotropy,3rd,5
CGB,1082,4.12893898107977,Intermediate pleiotropy,3rd,5,2.4908155865674,High pleiotropy,5th,9
CGB1,114335,3.15772769747874,Low pleiotropy,1st,1,0,Low pleiotropy,1st,1
CGB2,114336,3.15772769747874,Low pleiotropy,1st,1,0,Low pleiotropy,1st,1
CGB5,93659,3.93479195200474,Intermediate pleiotropy,2nd,4,0.802507742281527,Low pleiotropy,1st,1
CGB7,94027,3.93479195200474,Intermediate pleiotropy,2nd,4,1.63981472822522,Intermediate pleiotropy,2nd,4
CGB8,94115,3.93479195200474,Intermediate pleiotropy,2nd,4,0.802507742281527,Low pleiotropy,1st,1
CGGBP1,8545,3.9008400249641,Intermediate pleiotropy,2nd,3,1.48228179106613,Low pleiotropy,1st,2
CGN,57530,4.56192266034762,Intermediate pleiotropy,4th,7,1.63964453781657,Intermediate pleiotropy,2nd,4
CGNL1,84952,4.53367829000953,Intermediate pleiotropy,4th,7,4.13519846010632,High pleiotropy,5th,10
CGREF1,10669,4.33859729084619,Intermediate pleiotropy,3rd,6,0.792298665216126,Low pleiotropy,1st,1
CGRRF1,10668,4.47187996411886,Intermediate pleiotropy,4th,7,3.28373104529903,High pleiotropy,5th,9
CH25H,9023,3.70841201188277,Low pleiotropy,1st,2,1.64997626934889,Intermediate pleiotropy,3rd,5
CHAC1,79094,4.9004504285289,High pleiotropy,5th,9,3.1965119820441,High pleiotropy,5th,9
CHAC2,494143,5.8677963529131,High pleiotropy,5th,10,3.18083333736261,High pleiotropy,5th,9
CHAD,1101,4.11317900189392,Intermediate pleiotropy,3rd,5,3.29064957884261,High pleiotropy,5th,10
CHADL,150356,4.5497303372454,Intermediate pleiotropy,4th,7,2.24007640494958,Intermediate pleiotropy,3rd,5
CHAF1A,10036,5.98965835988404,High pleiotropy,5th,10,2.45367241017362,Intermediate pleiotropy,4th,7
CHAF1B,8208,3.36467160214958,Low pleiotropy,1st,1,0.807449719630787,Low pleiotropy,1st,1
CHAMP1,283489,4.90329674311374,High pleiotropy,5th,9,4.1033458579678,High pleiotropy,5th,10
CHAT,1103,3.94512675716494,Intermediate pleiotropy,2nd,4,0.81800798046567,Low pleiotropy,1st,2
CHCHD1,118487,3.99965417272916,Intermediate pleiotropy,2nd,4,1.46523986252496,Low pleiotropy,1st,2
CHCHD10,400916,3.67462790877745,Low pleiotropy,1st,2,0.77908308655231,Low pleiotropy,1st,1
CHCHD2,51142,3.68011978340219,Low pleiotropy,1st,2,1.50855860329901,Low pleiotropy,1st,2
CHCHD3,54927,4.4040746768939,Intermediate pleiotropy,4th,7,3.22462156891916,High pleiotropy,5th,9
CHCHD4,131474,4.25315072192682,Intermediate pleiotropy,3rd,6,2.38984983320095,Intermediate pleiotropy,3rd,6
CHCHD5,84269,3.76878915468626,Intermediate pleiotropy,2nd,3,2.42979939074711,Intermediate pleiotropy,3rd,6
CHCHD6,84303,4.68213134243749,Intermediate pleiotropy,4th,8,2.46124001472399,Intermediate pleiotropy,4th,7
CHCHD7,79145,5.0635305598964,High pleiotropy,5th,9,1.61704149095672,Intermediate pleiotropy,2nd,3
CHD1,1105,4.46058877932699,Intermediate pleiotropy,4th,7,3.15681888383788,High pleiotropy,5th,9
CHD1L,9557,6.67716327860089,High pleiotropy,5th,10,2.34180566770106,Intermediate pleiotropy,3rd,5
CHD2,1106,4.49642818709462,Intermediate pleiotropy,4th,7,1.64686119800702,Intermediate pleiotropy,2nd,4
CHD3,1107,8.43763797266352,High pleiotropy,5th,10,2.48300912858143,Intermediate pleiotropy,4th,8
CHD4,1108,4.23120650275667,Intermediate pleiotropy,3rd,5,2.44810248890277,Intermediate pleiotropy,4th,7
CHD5,26038,3.81811675745784,Intermediate pleiotropy,2nd,3,1.64950149679509,Intermediate pleiotropy,3rd,5
CHD6,84181,4.79674760850477,Intermediate pleiotropy,4th,8,2.45859149984723,Intermediate pleiotropy,4th,7
CHD7,55636,5.54533929262927,High pleiotropy,5th,10,3.27075432007081,High pleiotropy,5th,9
CHD8,57680,5.83037289946497,High pleiotropy,5th,10,2.45557150038882,Intermediate pleiotropy,4th,7
CHD9,80205,4.06115726168371,Intermediate pleiotropy,2nd,4,2.45943247521138,Intermediate pleiotropy,4th,7
CHDH,55349,3.98553083764902,Intermediate pleiotropy,2nd,4,2.45577514201572,Intermediate pleiotropy,4th,7
CHEK1,1111,4.48414311623032,Intermediate pleiotropy,4th,7,2.38175992015505,Intermediate pleiotropy,3rd,6
CHEK2,11200,5.5535673272832,High pleiotropy,5th,10,0.771044230629002,Low pleiotropy,1st,1
CHERP,10523,3.60647488703448,Low pleiotropy,1st,2,0.806142774665011,Low pleiotropy,1st,1
CHFR,55743,3.47164877760884,Low pleiotropy,1st,2,1.57139818394582,Low pleiotropy,1st,2
CHGA,1113,4.28382055973822,Intermediate pleiotropy,3rd,6,0,Low pleiotropy,1st,1
CHGB,1114,4.60471929383,Intermediate pleiotropy,4th,8,2.45565014009489,Intermediate pleiotropy,4th,7
CHI3L1,1116,4.25155818888376,Intermediate pleiotropy,3rd,6,0.82713957618524,Low pleiotropy,1st,2
CHI3L2,1117,4.2874279240833,Intermediate pleiotropy,3rd,6,1.62855809985137,Intermediate pleiotropy,2nd,4
CHIA,27159,4.1176901456086,Intermediate pleiotropy,3rd,5,3.30475308194882,High pleiotropy,5th,10
CHIC2,26511,3.01959208013268,Low pleiotropy,1st,1,0.774561890316862,Low pleiotropy,1st,1
CHID1,66005,4.52209617213088,Intermediate pleiotropy,4th,7,2.47375487839493,Intermediate pleiotropy,4th,8
CHIT1,1118,4.26971972133439,Intermediate pleiotropy,3rd,6,2.49512727254116,High pleiotropy,5th,9
CHKA,1119,4.14582664353139,Intermediate pleiotropy,3rd,5,1.61655615486031,Intermediate pleiotropy,2nd,3
CHKB,1120,6.03791636726562,High pleiotropy,5th,10,1.6356468238036,Intermediate pleiotropy,2nd,4
CHL1,10752,4.44897462159939,Intermediate pleiotropy,4th,7,2.49314484771206,High pleiotropy,5th,9
CHML,1122,4.09265946510686,Intermediate pleiotropy,3rd,5,1.65539419297891,Intermediate pleiotropy,3rd,5
CHMP1A,5119,5.20832478558259,High pleiotropy,5th,9,2.3109548415197,Intermediate pleiotropy,3rd,5
CHMP1B,57132,3.54315539541529,Low pleiotropy,1st,2,0.821866020970841,Low pleiotropy,1st,2
CHMP2A,27243,3.43342821768683,Low pleiotropy,1st,1,0.796137926089997,Low pleiotropy,1st,1
CHMP2B,25978,3.96664039068934,Intermediate pleiotropy,2nd,4,1.49870281804744,Low pleiotropy,1st,2
CHMP3,51652,4.05452150696354,Intermediate pleiotropy,2nd,4,1.61414884087306,Intermediate pleiotropy,2nd,3
CHMP4A,29082,5.19049606960672,High pleiotropy,5th,9,2.46451001802408,Intermediate pleiotropy,4th,7
CHMP4B,128866,3.51254116596748,Low pleiotropy,1st,2,1.62487846584355,Intermediate pleiotropy,2nd,3
CHMP4C,92421,4.79829791548419,Intermediate pleiotropy,4th,8,1.63802186029956,Intermediate pleiotropy,2nd,4
CHMP5,51510,3.90693257272425,Intermediate pleiotropy,2nd,3,1.58994013553707,Intermediate pleiotropy,2nd,3
CHMP6,79643,4.43595125594589,Intermediate pleiotropy,4th,7,1.62684035045091,Intermediate pleiotropy,2nd,4
CHMP7,91782,4.52891107936824,Intermediate pleiotropy,4th,7,2.4623609239672,Intermediate pleiotropy,4th,7
CHN1,1123,3.35918635857479,Low pleiotropy,1st,1,1.56016855129197,Low pleiotropy,1st,2
CHN2,1124,5.35327092097014,High pleiotropy,5th,10,3.31516404005069,High pleiotropy,5th,10
CHODL,140578,4.77602462547714,Intermediate pleiotropy,4th,8,3.27983133748691,High pleiotropy,5th,9
CHORDC1,26973,4.76957302920723,Intermediate pleiotropy,4th,8,2.39669031390194,Intermediate pleiotropy,3rd,6
CHP1,11261,5.35743575920145,High pleiotropy,5th,10,3.14790912251304,High pleiotropy,5th,9
CHP2,63928,3.41084888654841,Low pleiotropy,1st,1,0.745037375596051,Low pleiotropy,1st,1
CHPF,79586,4.16741853773657,Intermediate pleiotropy,3rd,5,2.46582459221508,Intermediate pleiotropy,4th,7
CHPF2,54480,3.70458269031472,Low pleiotropy,1st,2,2.47561347503014,Intermediate pleiotropy,4th,8
CHPT1,56994,4.63309877720683,Intermediate pleiotropy,4th,8,1.57060122334253,Low pleiotropy,1st,2
CHRAC1,54108,4.1311268179946,Intermediate pleiotropy,3rd,5,1.65296868622383,Intermediate pleiotropy,3rd,5
CHRD,8646,4.26108201071207,Intermediate pleiotropy,3rd,6,3.30865807153224,High pleiotropy,5th,10
CHRDL2,25884,5.0211793061232,High pleiotropy,5th,9,2.47962586063006,Intermediate pleiotropy,4th,8
CHRM1,1128,5.32276636225263,High pleiotropy,5th,10,2.47321907203941,Intermediate pleiotropy,4th,8
CHRM2,1129,4.45591461814874,Intermediate pleiotropy,4th,7,2.44456370212969,Intermediate pleiotropy,4th,7
CHRM3,1131,4.70746239990432,Intermediate pleiotropy,4th,8,2.49655687197386,High pleiotropy,5th,9
CHRM5,1133,5.02176704116661,High pleiotropy,5th,9,1.6342547836335,Intermediate pleiotropy,2nd,4
CHRNA1,1134,4.03239575275597,Intermediate pleiotropy,2nd,4,2.45409377815091,Intermediate pleiotropy,4th,7
CHRNA10,57053,3.82822116632588,Intermediate pleiotropy,2nd,3,1.64468393450319,Intermediate pleiotropy,2nd,4
CHRNA2,1135,5.41612185157449,High pleiotropy,5th,10,3.29851648376682,High pleiotropy,5th,10
CHRNA3,1136,9.17432461270708,High pleiotropy,5th,10,4.07002198908963,High pleiotropy,5th,10
CHRNA4,1137,4.47965296852225,Intermediate pleiotropy,4th,7,2.43635230834382,Intermediate pleiotropy,4th,7
CHRNA5,1138,9.17432461270708,High pleiotropy,5th,10,3.25087431974945,High pleiotropy,5th,9
CHRNA6,8973,4.15796024206311,Intermediate pleiotropy,3rd,5,3.29152811346935,High pleiotropy,5th,10
CHRNA7,1139,3.24570202713548,Low pleiotropy,1st,1,2.45318766094069,Intermediate pleiotropy,4th,7
CHRNA9,55584,3.67708335697001,Low pleiotropy,1st,2,1.62430744767934,Intermediate pleiotropy,2nd,3
CHRNB1,1140,4.32547211347749,Intermediate pleiotropy,3rd,6,1.58147697731908,Low pleiotropy,1st,2
CHRNB2,1141,3.83446618467319,Intermediate pleiotropy,2nd,3,1.64368039795561,Intermediate pleiotropy,2nd,4
CHRNB3,1142,4.0158247202613,Intermediate pleiotropy,2nd,4,0.723714277981986,Low pleiotropy,1st,1
CHRNB4,1143,8.88348797153527,High pleiotropy,5th,10,4.08257323829621,High pleiotropy,5th,10
CHRND,1144,3.95317979198132,Intermediate pleiotropy,2nd,4,1.63615328698522,Intermediate pleiotropy,2nd,4
CHRNE,1145,4.19453262066222,Intermediate pleiotropy,3rd,5,1.61472103276423,Intermediate pleiotropy,2nd,3
CHRNG,1146,3.71562754140238,Intermediate pleiotropy,2nd,3,1.63615328698522,Intermediate pleiotropy,2nd,4
CHST10,9486,4.94591878071605,High pleiotropy,5th,9,2.4445044289184,Intermediate pleiotropy,4th,7
CHST11,50515,4.71900782335156,Intermediate pleiotropy,4th,8,4.13851658621162,High pleiotropy,5th,10
CHST12,55501,4.25850859248088,Intermediate pleiotropy,3rd,6,2.45126392245941,Intermediate pleiotropy,4th,7
CHST13,166012,3.8468028156474,Intermediate pleiotropy,2nd,3,1.61662833906812,Intermediate pleiotropy,2nd,3
CHST14,113189,3.83454681271435,Intermediate pleiotropy,2nd,3,2.34716725243718,Intermediate pleiotropy,3rd,5
CHST15,51363,4.62156814155851,Intermediate pleiotropy,4th,8,1.65455263075128,Intermediate pleiotropy,3rd,5
CHST2,9435,3.22174747211257,Low pleiotropy,1st,1,0.803954947618574,Low pleiotropy,1st,1
CHST3,9469,4.08979610288371,Intermediate pleiotropy,3rd,5,2.4265487539418,Intermediate pleiotropy,3rd,6
CHST4,10164,4.82773859587504,High pleiotropy,5th,9,2.39943390066215,Intermediate pleiotropy,3rd,6
CHST5,23563,3.21133485427289,Low pleiotropy,1st,1,0.76430645103669,Low pleiotropy,1st,1
CHST6,4166,4.25831751091269,Intermediate pleiotropy,3rd,6,1.54590894250057,Low pleiotropy,1st,2
CHST8,64377,4.09030003420415,Intermediate pleiotropy,3rd,5,2.49033201106143,Intermediate pleiotropy,4th,8
CHST9,83539,4.76549853816539,Intermediate pleiotropy,4th,8,1.61502737549981,Intermediate pleiotropy,2nd,3
CHSY1,22856,4.69032518371576,Intermediate pleiotropy,4th,8,1.6424385948359,Intermediate pleiotropy,2nd,4
CHSY3,337876,4.59170761172873,Intermediate pleiotropy,4th,8,3.21334909523141,High pleiotropy,5th,9
CHTF18,63922,4.82771064500153,High pleiotropy,5th,9,3.29463672931296,High pleiotropy,5th,10
CHTF8,54921,6.09687983999835,High pleiotropy,5th,10,2.43729774540707,Intermediate pleiotropy,4th,7
CHTOP,26097,3.46480156911763,Low pleiotropy,1st,2,0.801708434224325,Low pleiotropy,1st,1
CHUK,1147,4.15945862654768,Intermediate pleiotropy,3rd,5,2.40224321613192,Intermediate pleiotropy,3rd,6
CHURC1,91612,6.52645246471122,High pleiotropy,5th,10,3.24533961028728,High pleiotropy,5th,9
CHURC1-FNTB,100529261,7.54130276480094,High pleiotropy,5th,10,3.27101254000118,High pleiotropy,5th,9
CIAO1,9391,2.44043007054863,Low pleiotropy,1st,1,0,Low pleiotropy,1st,1
CIAPIN1,57019,4.31074394708813,Intermediate pleiotropy,3rd,6,2.45453862066732,Intermediate pleiotropy,4th,7
CIART,148523,4.27891271190096,Intermediate pleiotropy,3rd,6,1.57730437798964,Low pleiotropy,1st,2
CIB1,10519,3.79629407215953,Intermediate pleiotropy,2nd,3,2.43003941790967,Intermediate pleiotropy,3rd,6
CIB2,10518,5.27422493174995,High pleiotropy,5th,10,1.64064337945633,Intermediate pleiotropy,2nd,4
CIB3,117286,4.50503962908397,Intermediate pleiotropy,4th,7,1.60835532461704,Intermediate pleiotropy,2nd,3
CIB4,130106,4.95291849334575,High pleiotropy,5th,9,3.31242808251569,High pleiotropy,5th,10
CIC,23152,3.37147028385181,Low pleiotropy,1st,1,0.794968894041579,Low pleiotropy,1st,1
CIDEA,1149,3.52937440514541,Low pleiotropy,1st,2,1.62842253438793,Intermediate pleiotropy,2nd,4
CIDEB,27141,4.43670112192287,Intermediate pleiotropy,4th,7,1.65162007395111,Intermediate pleiotropy,3rd,5
CIDEC,63924,3.79223646136921,Intermediate pleiotropy,2nd,3,1.63820613543169,Intermediate pleiotropy,2nd,4
CIITA,4261,4.16309659694582,Intermediate pleiotropy,3rd,5,2.49027684589448,Intermediate pleiotropy,4th,8
CILP,8483,3.31414761152237,Low pleiotropy,1st,1,0.77673680636678,Low pleiotropy,1st,1
CILP2,148113,3.60818704626268,Low pleiotropy,1st,2,1.50476159659557,Low pleiotropy,1st,2
CINP,51550,3.48691150427944,Low pleiotropy,1st,2,1.5960176937165,Intermediate pleiotropy,2nd,3
CIPC,85457,4.32732777959934,Intermediate pleiotropy,3rd,6,3.30064738505588,High pleiotropy,5th,10
CIR1,9541,3.70804417008631,Low pleiotropy,1st,2,1.61747576993053,Intermediate pleiotropy,2nd,3
CIRBP,1153,3.59556114414056,Low pleiotropy,1st,2,0.820316114525122,Low pleiotropy,1st,2
CIRH1A,84916,6.92936643062705,High pleiotropy,5th,10,2.43729774540707,Intermediate pleiotropy,4th,7
CISD1,55847,3.62562174861131,Low pleiotropy,1st,2,1.58983919501883,Intermediate pleiotropy,2nd,3
CISD2,493856,6.71272401269795,High pleiotropy,5th,10,4.08283850058832,High pleiotropy,5th,10
CISD3,284106,3.93389847544371,Intermediate pleiotropy,2nd,4,1.64471914631188,Intermediate pleiotropy,2nd,4
CISH,1154,4.05119044406185,Intermediate pleiotropy,2nd,4,2.83923536519855,High pleiotropy,5th,9
CIT,11113,3.6733958897991,Low pleiotropy,1st,2,2.40960659219191,Intermediate pleiotropy,3rd,6
CITED2,10370,3.80945792839733,Intermediate pleiotropy,2nd,3,0.812061292841866,Low pleiotropy,1st,1
CITED4,163732,3.80075248939371,Intermediate pleiotropy,2nd,3,1.654841954446,Intermediate pleiotropy,3rd,5
CIZ1,25792,3.80549180827867,Intermediate pleiotropy,2nd,3,1.59130400626022,Intermediate pleiotropy,2nd,3
CKAP2,26586,3.61923439927611,Low pleiotropy,1st,2,2.08582872954101,Intermediate pleiotropy,3rd,5
CKAP2L,150468,3.89743111765781,Intermediate pleiotropy,2nd,3,1.60514635511867,Intermediate pleiotropy,2nd,3
CKAP4,10970,4.78418000599922,Intermediate pleiotropy,4th,8,3.31267749949389,High pleiotropy,5th,10
CKB,1152,4.64620431325761,Intermediate pleiotropy,4th,8,1.51928235963473,Low pleiotropy,1st,2
CKLF,51192,6.09440196027176,High pleiotropy,5th,10,3.27936712847572,High pleiotropy,5th,9
CKLF-CMTM1,100529251,6.09440196027176,High pleiotropy,5th,10,3.27936712847572,High pleiotropy,5th,9
CKM,1158,6.09510194815195,High pleiotropy,5th,10,4.9648797420153,High pleiotropy,5th,10
CKMT2,1160,4.187424854569,Intermediate pleiotropy,3rd,5,1.62147759198784,Intermediate pleiotropy,2nd,3
CKS1B,1163,4.49811240685399,Intermediate pleiotropy,4th,7,4.1419397608795,High pleiotropy,5th,10
CKS2,1164,4.3169781897452,Intermediate pleiotropy,3rd,6,1.58330212273604,Low pleiotropy,1st,2
CLASP1,23332,3.59882746740766,Low pleiotropy,1st,2,2.45013068908315,Intermediate pleiotropy,4th,7
CLASP2,23122,4.37773313561397,Intermediate pleiotropy,3rd,6,1.55399416063865,Low pleiotropy,1st,2
CLASRP,11129,3.86570039058878,Intermediate pleiotropy,2nd,3,0.808865234340016,Low pleiotropy,1st,1
CLC,1178,4.61219887663254,Intermediate pleiotropy,4th,8,2.42978882720451,Intermediate pleiotropy,3rd,6
CLCA1,1179,3.78665732526911,Intermediate pleiotropy,2nd,3,1.63319021328419,Intermediate pleiotropy,2nd,4
CLCA2,9635,4.01711061179534,Intermediate pleiotropy,2nd,4,1.62694892019436,Intermediate pleiotropy,2nd,4
CLCA4,22802,4.40672406768796,Intermediate pleiotropy,4th,7,2.4386622029937,Intermediate pleiotropy,4th,7
CLCC1,23155,4.33365790347661,Intermediate pleiotropy,3rd,6,2.45056379433001,Intermediate pleiotropy,4th,7
CLCF1,23529,3.21379526654116,Low pleiotropy,1st,1,1.58791604340103,Intermediate pleiotropy,2nd,3
CLCN1,1180,4.85553658962938,High pleiotropy,5th,9,0.826256933514145,Low pleiotropy,1st,2
CLCN2,1181,3.76625759423402,Intermediate pleiotropy,2nd,3,1.64058762742591,Intermediate pleiotropy,2nd,4
CLCN3,1182,3.60466698064927,Low pleiotropy,1st,2,1.62534502230866,Intermediate pleiotropy,2nd,3
CLCN6,1185,5.59351070172096,High pleiotropy,5th,10,6.57143926438929,High pleiotropy,5th,10
CLCN7,1186,4.15480762548721,Intermediate pleiotropy,3rd,5,2.42199997512288,Intermediate pleiotropy,3rd,6
CLCNKA,1187,4.72796780477161,Intermediate pleiotropy,4th,8,2.40374969468026,Intermediate pleiotropy,3rd,6
CLCNKB,1188,3.47325826082601,Low pleiotropy,1st,2,1.5855938246181,Intermediate pleiotropy,2nd,3
CLDN1,9076,4.1108914031757,Intermediate pleiotropy,3rd,5,2.45479801432465,Intermediate pleiotropy,4th,7
CLDN10,9071,4.24865011577681,Intermediate pleiotropy,3rd,6,2.42755639853373,Intermediate pleiotropy,3rd,6
CLDN11,5010,5.22879456531133,High pleiotropy,5th,10,1.62111843153923,Intermediate pleiotropy,2nd,3
CLDN12,9069,3.48700454405849,Low pleiotropy,1st,2,1.601583506943,Intermediate pleiotropy,2nd,3
CLDN14,23562,3.74314462680277,Intermediate pleiotropy,2nd,3,1.6459016762203,Intermediate pleiotropy,2nd,4
CLDN15,24146,3.93534481293046,Intermediate pleiotropy,2nd,4,0.782645934727985,Low pleiotropy,1st,1
CLDN16,10686,4.21429606028706,Intermediate pleiotropy,3rd,5,2.44886541142432,Intermediate pleiotropy,4th,7
CLDN17,26285,3.01080154223144,Low pleiotropy,1st,1,0.801642118651298,Low pleiotropy,1st,1
CLDN18,51208,4.54103475932334,Intermediate pleiotropy,4th,7,2.43093203725989,Intermediate pleiotropy,3rd,6
CLDN19,149461,2.99058541517363,Low pleiotropy,1st,1,0.758213634406833,Low pleiotropy,1st,1
CLDN20,49861,4.12238704556712,Intermediate pleiotropy,3rd,5,2.4358646247935,Intermediate pleiotropy,3rd,6
CLDN22,53842,3.45657541821926,Low pleiotropy,1st,2,1.63672078396856,Intermediate pleiotropy,2nd,4
CLDN23,137075,4.53801179044373,Intermediate pleiotropy,4th,7,2.28957951305608,Intermediate pleiotropy,3rd,5
CLDN24,100132463,3.45657541821926,Low pleiotropy,1st,2,0.800382122763771,Low pleiotropy,1st,1
CLDN25,644672,5.26901608587859,High pleiotropy,5th,10,4.06393093305021,High pleiotropy,5th,10
CLDN3,1365,3.45921583407918,Low pleiotropy,1st,2,2.43702778820714,Intermediate pleiotropy,4th,7
CLDN4,1364,3.38585304202279,Low pleiotropy,1st,1,0.732271334356475,Low pleiotropy,1st,1
CLDN5,7122,4.40075567610711,Intermediate pleiotropy,4th,7,2.45945536288702,Intermediate pleiotropy,4th,7
CLDN6,9074,3.31917081127679,Low pleiotropy,1st,1,1.64350023086782,Intermediate pleiotropy,2nd,4
CLDN7,1366,3.2737031744035,Low pleiotropy,1st,1,1.64296149019491,Intermediate pleiotropy,2nd,4
CLDN8,9073,4.29226171751241,Intermediate pleiotropy,3rd,6,1.65165998066762,Intermediate pleiotropy,3rd,5
CLDN9,9080,3.31917081127679,Low pleiotropy,1st,1,1.64350023086782,Intermediate pleiotropy,2nd,4
CLDND1,56650,4.63139347179013,Intermediate pleiotropy,4th,8,3.26633289062664,High pleiotropy,5th,9
CLDND2,125875,4.12689667004501,Intermediate pleiotropy,3rd,5,1.6624277517642,Intermediate pleiotropy,3rd,5
CLEC10A,10462,3.63055880573668,Low pleiotropy,1st,2,1.65365003472193,Intermediate pleiotropy,3rd,5
CLEC11A,6320,3.39312075224728,Low pleiotropy,1st,1,0.824498103670215,Low pleiotropy,1st,2
CLEC12A,160364,4.32561776732738,Intermediate pleiotropy,3rd,6,1.61874574249718,Intermediate pleiotropy,2nd,3
CLEC12B,387837,4.16943844025286,Intermediate pleiotropy,3rd,5,1.6327365678156,Intermediate pleiotropy,2nd,4
CLEC14A,161198,4.0079241457921,Intermediate pleiotropy,2nd,4,1.64532009451348,Intermediate pleiotropy,2nd,4
CLEC16A,23274,4.40899009596819,Intermediate pleiotropy,4th,7,3.31418691235962,High pleiotropy,5th,10
CLEC17A,388512,4.04813840473368,Intermediate pleiotropy,2nd,4,1.64573559385599,Intermediate pleiotropy,2nd,4
CLEC18A,348174,7.05476025903518,High pleiotropy,5th,10,2.34880753585853,Intermediate pleiotropy,3rd,5
CLEC19A,728276,4.00486917199969,Intermediate pleiotropy,2nd,4,2.49081382597697,High pleiotropy,5th,9
CLEC1A,51267,4.39689310796933,Intermediate pleiotropy,4th,7,2.4659930220333,Intermediate pleiotropy,4th,7
CLEC1B,51266,4.16943844025286,Intermediate pleiotropy,3rd,5,1.61012647859401,Intermediate pleiotropy,2nd,3
CLEC2A,387836,4.47417579540368,Intermediate pleiotropy,4th,7,3.29653581952816,High pleiotropy,5th,10
CLEC2B,9976,3.72021472339052,Intermediate pleiotropy,2nd,3,1.637460231951,Intermediate pleiotropy,2nd,4
CLEC2L,154790,4.07860140768528,Intermediate pleiotropy,3rd,5,1.66257270704329,Intermediate pleiotropy,3rd,5
CLEC3A,10143,3.69439340328421,Low pleiotropy,1st,2,1.55536448686007,Low pleiotropy,1st,2
CLEC3B,7123,5.75507866758765,High pleiotropy,5th,10,2.45885676213934,Intermediate pleiotropy,4th,7
CLEC4F,165530,5.16597438975458,High pleiotropy,5th,9,3.27919635120359,High pleiotropy,5th,9
CLEC4G,339390,4.14692514253195,Intermediate pleiotropy,3rd,5,2.48784488364115,Intermediate pleiotropy,4th,8
CLEC4M,10332,5.05713004043229,High pleiotropy,5th,9,2.48518345776787,Intermediate pleiotropy,4th,8
CLEC5A,23601,3.19032565973737,Low pleiotropy,1st,1,1.51286970240929,Low pleiotropy,1st,2
CLEC7A,64581,3.70232761285912,Low pleiotropy,1st,2,1.63793148332393,Intermediate pleiotropy,2nd,4
CLEC9A,283420,4.29437244113242,Intermediate pleiotropy,3rd,6,2.4659930220333,Intermediate pleiotropy,4th,7
CLGN,1047,3.80534853807845,Intermediate pleiotropy,2nd,3,1.61174504806667,Intermediate pleiotropy,2nd,3
CLHC1,130162,3.8055319612923,Intermediate pleiotropy,2nd,3,0.78108546473966,Low pleiotropy,1st,1
CLIC1,1192,10.974483862828,High pleiotropy,5th,10,4.28397021779795,High pleiotropy,5th,10
CLIC4,25932,4.33996072271301,Intermediate pleiotropy,3rd,6,2.44176260274862,Intermediate pleiotropy,4th,7
CLIC5,53405,5.01901286138753,High pleiotropy,5th,9,4.12607742792935,High pleiotropy,5th,10
CLIC6,54102,3.40424810069894,Low pleiotropy,1st,1,1.63184688278277,Intermediate pleiotropy,2nd,4
CLINT1,9685,3.93229112085793,Intermediate pleiotropy,2nd,4,1.6099175551958,Intermediate pleiotropy,2nd,3
CLIP1,6249,6.99506287151763,High pleiotropy,5th,10,3.30427830939502,High pleiotropy,5th,10
CLIP2,7461,4.50670745403815,Intermediate pleiotropy,4th,7,2.46950598681333,Intermediate pleiotropy,4th,8
CLIP3,25999,4.28679564605417,Intermediate pleiotropy,3rd,6,0.800739522621947,Low pleiotropy,1st,1
CLIP4,79745,4.34000855561785,Intermediate pleiotropy,3rd,6,1.64796860939024,Intermediate pleiotropy,3rd,5
CLK1,1195,4.56979352397549,Intermediate pleiotropy,4th,7,1.59604586316345,Intermediate pleiotropy,2nd,3
CLK2,1196,4.14620222971973,Intermediate pleiotropy,3rd,5,1.49829788224754,Low pleiotropy,1st,2
CLK3,1198,4.93182889319505,High pleiotropy,5th,9,3.26018138764897,High pleiotropy,5th,9
CLK4,57396,4.4722703085149,Intermediate pleiotropy,4th,7,1.61938424996138,Intermediate pleiotropy,2nd,3
CLLU1,574028,4.1912921139368,Intermediate pleiotropy,3rd,5,2.47686936287332,Intermediate pleiotropy,4th,8
CLLU1OS,574016,4.1912921139368,Intermediate pleiotropy,3rd,5,2.47686936287332,Intermediate pleiotropy,4th,8
CLMN,79789,4.13951111563841,Intermediate pleiotropy,3rd,5,1.65761781869751,Intermediate pleiotropy,3rd,5
CLMP,79827,5.22378261249997,High pleiotropy,5th,10,3.26232167875368,High pleiotropy,5th,9
